LUAD,UCEC,LIHC,KIRC,PRAD,COAD,THCA,BRCA,KIRP,BLCA,LUSC,STAD,HNSC,CESC,GBM,ESCA,PCPG
0.14171122994652408,0.22491349480968859,0.07407407407407407,0.14335664335664333,0.07799442896935938,0.12903225806451613,0.08670520231213874,0.06770833333333337,0.29357798165137616,0.10437710437710435,0.03724928366762181,0.09240924092409242,0.12368421052631584,0.23364485981308414,0.35964912280701755,0.2647058823529411,0.12643678160919536
0.106951871657754,0.1418685121107266,0.26296296296296295,0.013986013986013957,0.0696378830083565,0.23963133640552992,0.7167630057803468,0.25520833333333337,0.6513761467889908,0.09764309764309764,0.07163323782234954,0.08910891089108908,0.08684210526315794,0.10280373831775702,0.3421052631578947,0.125,0.7126436781609196
0.11497326203208558,0.05190311418685123,0.07407407407407407,0.006993006993006978,0.03899721448467963,0.11520737327188935,0.8034682080924855,0.05381944444444442,0.6284403669724771,0.08080808080808077,0.07449856733524352,0.05940594059405946,0.07105263157894737,0.07943925233644855,0.24561403508771928,0.13970588235294112,0.6206896551724138
0.11764705882352944,0.1522491349480969,0.0888888888888889,0.6608391608391608,0.055710306406685284,0.11520737327188935,0.09826589595375723,0.05381944444444442,0.20642201834862384,0.09764309764309764,0.1289398280802292,0.10231023102310233,0.1105263157894737,0.19158878504672894,0.45614035087719296,0.1470588235294118,0.6781609195402298
0.22459893048128343,0.19031141868512114,0.040740740740740744,0.44405594405594406,0.0473537604456824,0.26728110599078336,0.4161849710982659,0.04513888888888884,0.45871559633027525,0.16161616161616166,0.07736389684813749,0.11551155115511547,0.08421052631578951,0.13551401869158874,0.4473684210526315,0.13235294117647056,0.6781609195402298
0.13101604278074863,0.07958477508650519,0.09629629629629632,0.07692307692307687,0.07242339832869082,0.11520737327188935,0.4219653179190751,0.24826388888888884,0.4862385321100917,0.12457912457912457,0.0515759312320917,0.09240924092409242,0.050000000000000044,0.10280373831775702,0.4035087719298246,0.15441176470588236,0.7241379310344828
0.14171122994652408,0.1384083044982699,0.4111111111111111,0.0034965034965035446,0.07799442896935938,0.13824884792626724,0.4161849710982659,0.07986111111111116,0.4954128440366973,0.11784511784511786,0.0630372492836676,0.10231023102310233,0.05789473684210522,0.12149532710280375,0.39473684210526316,0.16176470588235292,0.5057471264367817
0.2272727272727273,0.3667820069204152,0.30000000000000004,0.03146853146853146,0.05292479108635095,0.2534562211981567,0.8323699421965318,0.1284722222222222,0.45871559633027525,0.2289562289562289,0.19770773638968486,0.2277227722772277,0.22368421052631582,0.31775700934579443,0.3421052631578947,0.22058823529411764,0.5862068965517242
0.06951871657754005,0.12456747404844293,0.12592592592592589,0.43356643356643354,0.0473537604456824,0.12442396313364057,0.4277456647398844,0.06423611111111116,0.3348623853211009,0.09764309764309764,0.08309455587392545,0.09570957095709576,0.09473684210526312,0.09813084112149528,0.2807017543859649,0.1029411764705882,0.09195402298850575
0.09090909090909094,0.12110726643598613,0.07777777777777772,0.48601398601398604,0.06685236768802227,0.2073732718894009,0.4682080924855492,0.18576388888888884,0.40825688073394495,0.11447811447811451,0.07736389684813749,0.08580858085808585,0.052631578947368474,0.09345794392523366,0.32456140350877194,0.11764705882352944,0.7126436781609196
0.08556149732620322,0.08650519031141868,0.08148148148148149,0.5,0.05013927576601673,0.15207373271889402,0.35260115606936415,0.06076388888888884,0.5137614678899083,0.07744107744107742,0.06017191977077363,0.05940594059405946,0.07894736842105265,0.08411214953271029,0.23684210526315785,0.11764705882352944,0.10344827586206895
0.21657754010695185,0.08650519031141868,0.07407407407407407,0.0,0.05292479108635095,0.31336405529953915,0.8208092485549133,0.07638888888888884,0.7568807339449541,0.1447811447811448,0.045845272206303744,0.1089108910891089,0.052631578947368474,0.014018691588784993,0.29824561403508776,0.07352941176470584,0.7241379310344828
0.08556149732620322,0.1349480968858131,0.20370370370370372,0.027972027972028024,0.055710306406685284,0.11059907834101379,0.17919075144508667,0.078125,0.24770642201834858,0.11111111111111116,0.08882521489971351,0.07920792079207917,0.09736842105263155,0.12616822429906538,0.3771929824561403,0.08823529411764708,0.1839080459770115
0.07219251336898391,0.1349480968858131,0.09259259259259256,0.3706293706293706,0.37883008356545966,0.09216589861751157,0.7341040462427746,0.07118055555555558,0.5825688073394495,0.13131313131313127,0.15186246418338112,0.1188118811881188,0.2131578947368421,0.36448598130841126,0.26315789473684215,0.24264705882352944,0.5057471264367817
0.08556149732620322,0.10380622837370246,0.19259259259259254,0.2517482517482518,0.05013927576601673,0.09677419354838712,0.08670520231213874,0.05034722222222221,0.2339449541284404,0.07744107744107742,0.12034383954154726,0.06600660066006603,0.1394736842105263,0.14953271028037385,0.3070175438596491,0.11764705882352944,0.14942528735632188
0.07219251336898391,0.09688581314878897,0.07037037037037042,0.5104895104895104,0.04456824512534818,0.12442396313364057,0.7225433526011561,0.06076388888888884,0.4954128440366973,0.09090909090909094,0.07163323782234954,0.08580858085808585,0.0736842105263158,0.11682242990654201,0.17543859649122806,0.125,0.13793103448275867
0.053475935828877,0.09688581314878897,0.05555555555555558,0.0174825174825175,0.05013927576601673,0.08294930875576034,0.1329479768786127,0.04513888888888884,0.2018348623853211,0.08417508417508412,0.09169054441260749,0.08580858085808585,0.09210526315789469,0.10747663551401865,0.2894736842105263,0.08823529411764708,0.09195402298850575
0.08288770053475936,0.19377162629757783,0.051851851851851816,0.027972027972028024,0.04456824512534818,0.10138248847926268,0.6416184971098267,0.06770833333333337,0.5871559633027523,0.07744107744107742,0.1776504297994269,0.12871287128712872,0.20789473684210524,0.35046728971962615,0.27192982456140347,0.21323529411764708,0.06896551724137934
0.09893048128342241,0.17301038062283736,0.033333333333333326,0.22377622377622375,0.058495821727019504,0.13824884792626724,0.1329479768786127,0.078125,0.2660550458715596,0.09764309764309764,0.06017191977077363,0.09570957095709576,0.1657894736842105,0.36448598130841126,0.2807017543859649,0.30147058823529416,0.08045977011494254
0.18449197860962563,0.3044982698961938,0.3925925925925926,0.034965034965035,0.058495821727019504,0.3548387096774194,0.2890173410404624,0.07118055555555558,0.3119266055045872,0.09764309764309764,0.09169054441260749,0.1188118811881188,0.09999999999999998,0.10747663551401865,0.3508771929824561,0.13970588235294112,0.6781609195402298
