LUAD,UCEC,LIHC,KIRC,PRAD,COAD,THCA,BRCA,KIRP,BLCA,LUSC,STAD,HNSC,CESC,GBM,ESCA,PCPG
0.22459893048128343,0.32179930795847755,0.0444444444444444,0.07692307692307687,0.15320334261838442,0.07834101382488479,0.7745664739884393,0.02083333333333337,0.5,0.11447811447811451,0.09742120343839544,0.20132013201320131,0.09210526315789469,0.25233644859813087,0.4736842105263158,0.22058823529411764,0.5287356321839081
0.08823529411764708,0.08996539792387548,0.040740740740740744,0.2622377622377622,0.03342618384401119,0.11981566820276501,0.1560693641618497,0.03993055555555558,0.2018348623853211,0.05387205387205385,0.15759312320916907,0.09900990099009899,0.10263157894736841,0.2710280373831776,0.2894736842105263,0.11764705882352944,0.09195402298850575
0.09625668449197866,0.12802768166089962,0.040740740740740744,0.6013986013986015,0.03899721448467963,0.13824884792626724,0.05780346820809246,0.04861111111111116,0.15596330275229353,0.06734006734006737,0.15759312320916907,0.08250825082508251,0.15263157894736845,0.23831775700934577,0.29824561403508776,0.13970588235294112,0.11494252873563215
0.11229946524064172,0.19377162629757783,0.040740740740740744,0.6048951048951049,0.055710306406685284,0.13364055299539168,0.09826589595375723,0.04340277777777779,0.16972477064220182,0.09764309764309764,0.022922636103151817,0.11551155115511547,0.19210526315789478,0.28971962616822433,0.3070175438596491,0.23529411764705888,0.10344827586206895
0.06951871657754005,0.10034602076124566,0.07407407407407407,0.08041958041958042,0.03342618384401119,0.055299539170506895,0.24855491329479773,0.05555555555555558,0.27064220183486243,0.12457912457912457,0.08595988538681953,0.08580858085808585,0.08947368421052626,0.11214953271028039,0.22807017543859653,0.11764705882352944,0.10344827586206895
0.09893048128342241,0.16262975778546718,0.10370370370370374,0.045454545454545414,0.05013927576601673,0.10599078341013823,0.040462427745664775,0.06076388888888884,0.12385321100917435,0.10437710437710435,0.04871060171919772,0.1089108910891089,0.22631578947368425,0.3411214953271028,0.33333333333333337,0.19117647058823528,0.08045977011494254
0.07754010695187163,0.2076124567474048,0.3481481481481481,0.027972027972028024,0.07520891364902504,0.3271889400921659,0.791907514450867,0.0625,0.6788990825688073,0.18181818181818177,0.04871060171919772,0.12871287128712872,0.07105263157894737,0.07943925233644855,0.5,0.13970588235294112,0.6206896551724138
0.06951871657754005,0.10380622837370246,0.09259259259259256,0.020979020979020935,0.058495821727019504,0.0875576036866359,0.18497109826589597,0.07465277777777779,0.21100917431192656,0.10437710437710435,0.15759312320916907,0.11221122112211224,0.18684210526315792,0.2990654205607477,0.22807017543859653,0.18382352941176472,0.11494252873563215
0.07486631016042777,0.12110726643598613,0.04814814814814816,0.5664335664335665,0.0473537604456824,0.09216589861751157,0.1502890173410405,0.05034722222222221,0.23853211009174313,0.10437710437710435,0.08022922636103147,0.07590759075907594,0.08684210526315794,0.10747663551401865,0.23684210526315785,0.11029411764705888,0.08045977011494254
0.27005347593582885,0.38062283737024216,0.06666666666666665,0.06643356643356646,0.4206128133704735,0.17972350230414746,0.36994219653179194,0.06597222222222221,0.45871559633027525,0.2794612794612794,0.04297994269340977,0.2739273927392739,0.06842105263157894,0.051401869158878455,0.33333333333333337,0.13235294117647056,0.7011494252873562
0.10427807486631013,0.1349480968858131,0.05555555555555558,0.49650349650349646,0.04178272980501396,0.12903225806451613,0.17919075144508667,0.02951388888888884,0.1834862385321101,0.07070707070707072,0.08595988538681953,0.10231023102310233,0.13157894736842102,0.11682242990654201,0.2192982456140351,0.09558823529411764,0.11494252873563215
0.213903743315508,0.39792387543252594,0.07407407407407407,0.14335664335664333,0.4206128133704735,0.30414746543778803,0.7514450867052023,0.03472222222222221,0.6788990825688073,0.23232323232323238,0.04297994269340977,0.24752475247524752,0.07105263157894737,0.11682242990654201,0.45614035087719296,0.1470588235294118,0.09195402298850575
0.06417112299465244,0.0692041522491349,0.0444444444444444,0.020979020979020935,0.06685236768802227,0.08294930875576034,0.5202312138728324,0.03819444444444442,0.6422018348623852,0.08754208754208759,0.10601719197707737,0.07920792079207917,0.0736842105263158,0.15887850467289721,0.21052631578947367,0.1470588235294118,0.10344827586206895
0.08556149732620322,0.1522491349480969,0.06666666666666665,0.05594405594405594,0.06406685236768805,0.11059907834101379,0.09248554913294793,0.04513888888888884,0.20642201834862384,0.09764309764309764,0.14613180515759316,0.09240924092409242,0.13421052631578945,0.17757009345794394,0.3157894736842105,0.06617647058823528,0.08045977011494254
0.08288770053475936,0.11764705882352944,0.07407407407407407,0.2517482517482518,0.0473537604456824,0.11059907834101379,0.16763005780346818,0.04340277777777779,0.2981651376146789,0.07070707070707072,0.10888252148997135,0.1089108910891089,0.07894736842105265,0.11682242990654201,0.27192982456140347,0.13235294117647056,0.06896551724137934
0.19518716577540107,0.32179930795847755,0.06666666666666665,0.5909090909090908,0.3844011142061281,0.3087557603686636,0.4104046242774566,0.28125,0.40825688073394495,0.2222222222222222,0.13180515759312317,0.2706270627062707,0.1394736842105263,0.18224299065420557,0.4122807017543859,0.18382352941176472,0.6781609195402298
0.0802139037433155,0.12456747404844293,0.4296296296296296,0.3776223776223776,0.06685236768802227,0.11059907834101379,0.5606936416184971,0.10416666666666663,0.518348623853211,0.1077441077441077,0.07163323782234954,0.07590759075907594,0.07631578947368423,0.11682242990654201,0.33333333333333337,0.11764705882352944,0.1839080459770115
0.07486631016042777,0.10726643598615915,0.04814814814814816,0.44405594405594406,0.35376044568245124,0.04608294930875578,0.2947976878612717,0.04861111111111116,0.19266055045871555,0.11784511784511786,0.0515759312320917,0.07920792079207917,0.0736842105263158,0.24766355140186913,0.3157894736842105,0.20588235294117652,0.1724137931034483
0.08288770053475936,0.08304498269896199,0.05555555555555558,0.29370629370629375,0.027855153203342642,0.12442396313364057,0.23121387283236994,0.05208333333333337,0.28899082568807344,0.05387205387205385,0.1031518624641834,0.08580858085808585,0.08421052631578951,0.10280373831775702,0.21052631578947367,0.07352941176470584,0.09195402298850575
0.0935828877005348,0.1384083044982699,0.11481481481481481,0.09090909090909094,0.07242339832869082,0.11981566820276501,0.6589595375722543,0.18055555555555558,0.7339449541284404,0.19865319865319864,0.06017191977077363,0.13201320132013206,0.0736842105263158,0.08411214953271029,0.2807017543859649,0.16176470588235292,0.7011494252873562
0.07486631016042777,0.08304498269896199,0.09629629629629632,0.06643356643356646,0.055710306406685284,0.12442396313364057,0.5202312138728324,0.06597222222222221,0.5091743119266054,0.08080808080808077,0.0630372492836676,0.06600660066006603,0.06052631578947365,0.08411214953271029,0.22807017543859653,0.125,0.6666666666666667
0.10962566844919786,0.2664359861591695,0.08518518518518514,0.21328671328671334,0.06685236768802227,0.22580645161290325,0.33526011560693647,0.07118055555555558,0.47247706422018354,0.24579124579124578,0.06876790830945556,0.2178217821782178,0.050000000000000044,0.07009345794392519,0.2807017543859649,0.11029411764705888,0.7241379310344828
0.07219251336898391,0.11072664359861595,0.08518518518518514,0.17132867132867136,0.0473537604456824,0.12903225806451613,0.21387283236994215,0.046875,0.3302752293577982,0.08754208754208759,0.07736389684813749,0.11221122112211224,0.07894736842105265,0.10280373831775702,0.2894736842105263,0.07352941176470584,0.09195402298850575
0.0935828877005348,0.11072664359861595,0.33333333333333337,0.56993006993007,0.06685236768802227,0.09677419354838712,0.161849710982659,0.11111111111111116,0.14220183486238536,0.07070707070707072,0.12320916905444124,0.07590759075907594,0.24473684210526314,0.28037383177570097,0.29824561403508776,0.16176470588235292,0.3793103448275862
0.14171122994652408,0.1349480968858131,0.32592592592592595,0.013986013986013957,0.07520891364902504,0.16129032258064513,0.4219653179190751,0.09548611111111116,0.5321100917431192,0.13131313131313127,0.05730659025787965,0.12871287128712872,0.050000000000000044,0.08411214953271029,0.4122807017543859,0.1029411764705882,0.7126436781609196
0.13101604278074863,0.2110726643598616,0.4185185185185185,0.034965034965035,0.027855153203342642,0.18433179723502302,0.4046242774566474,0.265625,0.45412844036697253,0.18518518518518523,0.07449856733524352,0.25082508250825086,0.09210526315789469,0.09813084112149528,0.38596491228070173,0.2279411764705882,0.7126436781609196
0.0802139037433155,0.23183391003460208,0.029629629629629672,0.020979020979020935,0.05013927576601673,0.13364055299539168,0.21387283236994215,0.05208333333333337,0.42660550458715596,0.09427609427609429,0.09169054441260749,0.13201320132013206,0.0736842105263158,0.22429906542056077,0.3421052631578947,0.21323529411764708,0.13793103448275867
0.07754010695187163,0.1418685121107266,0.07777777777777772,0.19580419580419584,0.055710306406685284,0.07834101382488479,0.09248554913294793,0.04340277777777779,0.14678899082568808,0.09427609427609429,0.06590257879656158,0.07590759075907594,0.1947368421052632,0.33644859813084116,0.2894736842105263,0.2279411764705882,0.11494252873563215
0.07486631016042777,0.12802768166089962,0.06666666666666665,0.06643356643356646,0.05013927576601673,0.13364055299539168,0.052023121387283267,0.03298611111111116,0.22935779816513757,0.07744107744107742,0.10028653295128942,0.09570957095709576,0.08684210526315794,0.07009345794392519,0.2807017543859649,0.125,0.06896551724137934
0.1256684491978609,0.09688581314878897,0.35185185185185186,0.29370629370629375,0.06128133704735372,0.12442396313364057,0.19075144508670516,0.2725694444444444,0.2981651376146789,0.09090909090909094,0.08882521489971351,0.06930693069306926,0.11315789473684212,0.09345794392523366,0.4035087719298246,0.125,0.6436781609195402
