Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
HALLMARK_COMPLEMENT,183,0.3670466351664448,1.477755117780681,0.00831792975970425,0.01684952978056426,0.006030358026728264,3523,"tags=23%, list=12%, signal=21%",PIM1/CD55/ANG/IRF2/CPM/CBLB/PIK3CA/LRP1/MMP13/KYNU/MSRB1/CD36/CTSB/MAFF/LGALS3/PLSCR1/FYN/FN1/TIMP2/MMP14/CLU/DOCK4/COL4A2/CA2/DOCK9/PSEN1/LAMP2/GNG2/C3/VCPIP1/PDP1/KIF2A/PHEX/CP/MMP15/F8/CTSO/PRSS36/TNFAIP3/CDH13/KCNIP2/PLAT/PLEK
HALLMARK_TGF_BETA_SIGNALING,52,0.4961606585822302,1.638670913768557,0.008424764890282132,0.01684952978056426,0.006030358026728264,3904,"tags=42%, list=14%, signal=37%",PPM1A/SMAD3/FURIN/BMP2/NOG/TGIF1/ARID4B/ACVR1/ID2/TJP1/SKI/SMURF1/PPP1R15A/SMURF2/TGFBR1/TRIM33/BMPR2/CDH1/FKBP1A/SPTBN1/LTBP2/HIPK2
HALLMARK_PEROXISOME,100,-0.3995046920332849,-1.517828779411225,0.01021711366538953,0.01930150406059944,0.006907906716425063,4800,"tags=37%, list=17%, signal=31%",DHCR24/ERCC1/TSPO/ERCC3/CLN6/ABCD3/ACSL4/ITGB1BP1/CTBP1/ACAA1/PEX6/ABCB1/PRDX1/SLC35B2/PEX2/PEX11A/SLC25A4/HRAS/PEX14/SLC27A2/ECI2/YWHAH/CRABP2/FDPS/ALDH9A1/CNBP/PEX5/NUDT19/HSD11B2/CLN8/CTPS1/ISOC1/IDH1/RDH11/SLC25A19/SLC25A17/IDI1
HALLMARK_WNT_BETA_CATENIN_SIGNALING,40,0.5274048937414298,1.659587462769692,0.0104228121927237,0.01930150406059944,0.006907906716425063,3132,"tags=30%, list=11%, signal=27%",DKK1/HDAC5/FRAT1/LEF1/DLL1/PTCH1/DVL2/GNAI1/HEY1/TP53/AXIN2/NCSTN
HALLMARK_KRAS_SIGNALING_UP,186,0.3475180233890898,1.402735935482803,0.01514591799039527,0.02704628212570584,0.009679722023936828,4131,"tags=26%, list=15%, signal=23%",IL7R/TFPI/KLF4/JUP/SPRY2/CXCR4/ZNF277/SATB1/F2RL1/BIRC3/HDAC9/APOD/SPON1/MMD/BMP2/ITGA2/MTMR10/AKAP12/RABGAP1L/VWA5A/TOR1AIP2/ADGRL4/ID2/MAP3K1/SDCCAG8/PPP1R15A/DNMBP/CPE/EVI5/CA2/PRDM1/TRIB2/STRN/CBL/CBR4/MPZL2/NIN/TNFAIP3/CXCL10/PTBP2/ST6GAL1/PLAT/PRKG2/FGF9/ANO1/ACE/ITGBL1/EPB41L3/MAP7
HALLMARK_GLYCOLYSIS,197,-0.3275571649636617,-1.365056051158903,0.01755155770074594,0.03026130638059645,0.01083036228358189,5418,"tags=41%, list=19%, signal=33%",UGP2/LHX9/AC074143.1/B3GAT1/TPI1/SDC2/MDH2/SDHC/MDH1/TKTL1/BIK/BPNT1/G6PD/MIOX/GAL3ST1/FAM162A/CLN6/CHST6/ANGPTL4/VEGFA/ARTN/STC2/GYS1/HOMER1/RPE/TXN/ENO1/EFNA3/RBCK1/ALG1/ABCB6/CHST1/CDK1/B3GALT6/GALK1/DDIT4/SLC25A13/SDC1/PPP2CB/ECD/P4HA2/NANP/PGAM1/TGFA/B4GALT2/HAX1/GMPPA/CYB5A/SLC16A3/B3GAT3/GNPDA1/GOT1/RARS/CHPF2/CHST4/KDELR3/XYLT2/MED24/ME1/HSPA5/ALDH9A1/IER3/SLC25A10/PSMC4/PRPS1/NDUFV3/PMM2/GALE/GPC1/STC1/ADORA2B/HK2/POLR3K/COG2/GMPPB/IDH1/AURKA/EGLN3/FKBP4/NSDHL
HALLMARK_APICAL_SURFACE,42,0.4899545495652162,1.556553214072188,0.02277635970940507,0.03796059951567511,0.0135858987740311,2875,"tags=24%, list=10%, signal=21%",GAS1/LYPD3/SULF2/SRPX/CRYBG1/B4GALT1/APP/EPHB4/EFNA5/ADAM10
HALLMARK_MYOGENESIS,180,0.3330484962783201,1.337921804502826,0.03084928451960602,0.04975691051549358,0.01780773639501876,3505,"tags=21%, list=12%, signal=18%",ERBB3/HDAC5/NAV2/FOXO4/APOD/ITGB4/CD36/SPTAN1/MYLK/MYOM1/PLXNB2/CLU/GSN/SSPN/COL4A2/APP/COL6A3/CKMT2/SVIL/TSC2/CHRNB1/CRAT/KLF5/SCHIP1/COL3A1/SORBS1/FHL1/ITGB1/CKB/EIF4A2/EPHB3/COL6A2/RB1/CDH13/GADD45B/ABLIM1/MYH11
HALLMARK_BILE_ACID_METABOLISM,104,0.369127416938281,1.377936555012097,0.03596179059749017,0.05619029780857839,0.02011021184728069,2228,"tags=17%, list=8%, signal=16%",ABCA6/HSD17B11/ABCA9/SULT1B1/PNPLA8/ATXN1/OPTN/ABCA1/CAT/RETSAT/NR3C2/NPC1/BBOX1/ABCA5/TFCP2L1/CYP39A1/NEDD4/HSD17B6
HALLMARK_XENOBIOTIC_METABOLISM,187,0.3249544918116745,1.31282952003327,0.03778105418356063,0.05724402149024339,0.02048733400703448,1875,"tags=13%, list=7%, signal=13%",PDK4/GABARAPL1/MAOA/AKR1C2/JUP/HSD17B2/SLC46A3/GCLC/ARG2/PINK1/KYNU/CD36/CAT/RETSAT/MAN1A1/VNN1/NPC1/AKR1C3/TGFB2/ID2/FBLN1/LPIN2/CA2/ATOH8/CYP1A1
