,P,EFFECTSIZE,TF,FDR,SNP,GENE
0,0.001660080050770463,-0.0899085159807883,CDC5L,0.004579531174539208,,CDC5L
1,0.0010280194806472143,0.06633308112413772,PPARG,0.002990602125519169,,PPARG
2,1.68618754642183e-06,-0.14835012920837426,HOXB8,1.0791600297099712e-05,,HOXB8
3,6.20031346160273e-11,-0.14378833458023,NFATC1,1.322733538475249e-09,,NFATC1
4,1.559958599182082e-07,-0.1061895534565353,OVOL1,1.3491533830763953e-06,,OVOL1
5,0.45380397856128585,0.01768562627421999,ZNF219,0.5338870336015128,,ZNF219
6,0.27738120395866217,0.01768559893997207,TBX1,0.35936026423794293,,TBX1
7,0.0005686340980418448,-0.05645098891771922,NFATC2,0.0017496433785902914,,NFATC2
8,9.80511387525382e-06,0.1280198795049097,BHLHA15,5.409718000140038e-05,,BHLHA15
9,0.0002331616216208647,-0.1292381174568325,SOX4,0.0008383339204345697,,SOX4
10,0.6306883822073356,0.00758382134646951,MAFK,0.6935404890252487,,MAFK
11,0.011596344959486367,-0.026153098707717537,HOXA7,0.02576965546552526,,HOXA7
12,7.576937507450384e-19,-0.36699656957110016,TEF,2.424620002384123e-16,,TEF
13,0.10388128685364705,-0.037015061478072264,MXI1,0.1629510382017993,,MXI1
14,0.1744664360163224,0.022271554717569808,TEAD1,0.2503554238799245,,TEAD1
15,0.22957071582014588,-0.016478672744893286,EMX1,0.3126069321806242,,EMX1
16,0.016611730655927224,-0.13837387808013113,TP73,0.03520366761521001,,TP73
17,0.9677570675699655,-0.0012788231383415172,THRA,0.9738435900075124,,THRA
18,1.313855272121478e-05,-0.17159860921650244,YY1,6.892355525883163e-05,,YY1
19,0.6590706195779581,-0.01595887613825936,FOXP1,0.7187115384481174,,FOXP1
20,0.1393018479308198,-0.04576204350616084,IRF3,0.2054220798979831,,IRF3
21,0.19733248311119078,-0.03694150847130215,CTCFL,0.27817794976026894,,CTCFL
22,0.0001505483043069524,-0.09930647047604269,TCF7L2,0.0005875055777832289,,TCF7L2
23,0.27662110138391094,-0.02120201369403943,BATF3,0.35936026423794293,,BATF3
24,9.748988542134991e-08,-0.286516643968473,TCF4,8.665767593008881e-07,,TCF4
25,1.916836940959004e-06,-0.14605476423382585,SOX9,1.20272121785663e-05,,SOX9
26,0.5732161222201498,0.012134579584812802,HIVEP1,0.6527728082222346,,HIVEP1
27,2.6427019004775834e-07,-0.14039782948362234,BPTF,2.225433179349544e-06,,BPTF
28,0.0016310340496489475,0.05960778048465188,SIX5,0.0045385295294579405,,SIX5
29,0.04860338106945591,0.08867734673970443,SPIB,0.08724031310345765,,SPIB
30,0.30732144312411913,0.020920225841543516,CUX1,0.3928442506208295,,CUX1
31,0.0001547732680142055,-0.15855786970513958,HMGA2,0.0005967162140306717,,HMGA2
32,0.07949799411439186,0.026046714177750396,RORA,0.13319035663144185,,RORA
33,0.07294610099539975,0.03446481006502461,TWIST1,0.1248275525054969,,TWIST1
34,0.0002947432954824032,0.10318046434811157,RFX1,0.0010033814314294575,,RFX1
35,0.6603162259492078,-0.009417660780443343,FOSL1,0.7187115384481174,,FOSL1
36,0.0032411384526039033,0.06386350016584552,ZFHX3,0.008501346760928272,,ZFHX3
37,0.02083797329109016,-0.04142446297477835,HLF,0.04247230224935575,,HLF
38,0.366051523902743,0.015542455983743875,NR3C2,0.4505249524956837,,NR3C2
39,4.197427200631861e-05,-0.11725110826929397,SP4,0.00019188238631459936,,SP4
40,0.9828461552046943,-0.0003387918442889909,ZNF423,0.9859271776348031,,ZNF423
41,0.014901998229379525,-0.06649636940419218,GRHL1,0.032004291499338575,,GRHL1
42,5.719553305669716e-05,0.07207625429702791,SMARCC2,0.00025072014490606974,,SMARCC2
43,3.09405927845886e-08,0.10469396043922824,ETV6,3.332878828988487e-07,,ETV6
44,0.052246953477778066,0.031902519026009865,GCM1,0.09237030449109934,,GCM1
45,6.0633538576864286e-05,0.1447802610374056,SMAD3,0.0002621990857377915,,SMAD3
46,0.4007672434292512,0.018580978147783256,EMX2,0.487625543335971,,EMX2
47,0.43536174936101546,0.01978749792387524,RUNX1,0.5179024527714682,,RUNX1
48,0.0034448881814703996,-0.09800964831633824,TP63,0.008962310716020551,,TP63
49,0.5920966083681647,-0.02596046898423643,FOXO1,0.6648102269396937,,FOXO1
50,6.664088262204115e-05,0.09251576552434312,KLF8,0.00028433443252070894,,KLF8
51,0.08557705429673956,0.04874844962725777,E2F8,0.14043414038439314,,E2F8
52,7.985292398281006e-07,-0.06801835220190149,CUX2,6.232423335243713e-06,,CUX2
53,0.0012329661492832275,0.06216674747290618,EPAS1,0.0034915855554923255,,EPAS1
54,0.7522818991589341,-0.00615100712279143,TFEB,0.7971198931485394,,TFEB
55,4.396214897683757e-06,-0.1853428647203611,SOX18,2.6543184287901928e-05,,SOX18
56,6.408042801376833e-08,-0.14799127564450443,POU2F2,6.031099107178196e-07,,POU2F2
57,0.3480925899397136,-0.01618508837553373,MAFF,0.43854184559334,,MAFF
58,0.21650811243758816,-0.025176030124794746,AR,0.29863187922425954,,AR
59,0.07687937943433779,0.05014406637931035,NR2F6,0.12996516912203804,,NR2F6
60,0.24667482185607048,-0.01712430168512151,ZBTB7C,0.32889976247476066,,ZBTB7C
61,2.728933815865105e-09,0.17689594248035465,NFYB,3.794630079112817e-08,,NFYB
62,1.1400618953571235e-05,-0.15940882791259436,THAP1,6.080330108571325e-05,,THAP1
63,6.010516454594818e-12,-0.15822654753801313,TEAD3,1.9467248437998733e-10,,TEAD3
64,0.0004783567673944295,-0.07521038818192119,RBPJ,0.001546203692588055,,RBPJ
65,0.6028407909388755,0.010123446185221652,FOXA3,0.6698231010431951,,FOXA3
66,4.3546854287954213e-13,-0.12337236141871932,ZNF274,1.990713338877907e-11,,ZNF274
67,0.22101777708515513,0.019795434436453263,ARID5B,0.30354372818562075,,ARID5B
68,0.021124764875565197,0.04741191548760265,TGIF1,0.04278433392519534,,TGIF1
69,3.781893624619951e-05,0.07644152684380953,PAX5,0.00017539216809831656,,PAX5
70,0.002107735894856347,0.07133927535303775,GLI1,0.005715893952152805,,GLI1
71,0.02230659141920785,-0.06434163325642037,BCL11A,0.0446131828384157,,BCL11A
72,7.646609833566435e-14,-0.2176711068671757,BACH2,6.117287866853148e-12,,BACH2
73,0.022005868798336724,0.03360546797481609,TFDP1,0.044288540977784605,,TFDP1
74,2.3139593366950375e-05,0.13447200844781615,ESR2,0.00011391799811421723,,ESR2
75,0.6628102615478798,-0.013501850422003248,ELK3,0.7189806226960053,,ELK3
76,0.005874882474669263,-0.05395374615243021,RFX2,0.014209535169543637,,RFX2
77,0.5161286256849441,0.01793676915880138,FOXK1,0.5941048928747558,,FOXK1
78,0.9622727031795352,-0.0015535493267651024,RARG,0.9727632929618067,,RARG
79,0.3081372090807132,-0.04711293637766856,TBX2,0.3928442506208295,,TBX2
80,0.23630827341737215,0.0179821355875337,NR4A1,0.3190660231795742,,NR4A1
81,1.302297900093507e-06,-0.17200569125238097,TEAD4,8.68198600062338e-06,,TEAD4
82,0.36241424085550333,0.009079797197224931,E4F1,0.44777049063228214,,E4F1
83,0.008054893152016872,0.05852863109359596,ERG,0.018543638911117977,,ERG
84,0.1064664862609958,0.05334471462433499,STAT1,0.16538483302678958,,STAT1
85,0.5814411730963454,0.00519639710587852,PBX1,0.65514498377053,,PBX1
86,0.0035805474121140563,0.05324851059031199,HIVEP2,0.009240122353842726,,HIVEP2
87,3.234214531439706e-06,-0.09217690829885061,FOXP2,1.9902858655013574e-05,,FOXP2
88,1.794938289884713e-05,0.16028577299927751,BCL6B,9.264197625211422e-05,,BCL6B
89,0.004358090604441246,0.09842729088825945,REL,0.011040564116724329,,REL
90,0.4758662100186336,0.021635756837054376,HOXA9,0.5537352262035009,,HOXA9
91,0.09336204984628643,0.032014569642036084,ENO1,0.14991738763618437,,ENO1
92,0.34544788505218826,0.01729021869129732,TCF3,0.4369301312913053,,TCF3
93,0.12348280494005386,-0.03219930081062135,CEBPA,0.18727250038302004,,CEBPA
94,0.20094342427389278,0.025080012287356346,ARX,0.2807943046622083,,ARX
95,0.030808171759419065,0.04557908562889984,THRB,0.05868223192270298,,THRB
96,0.6306883822073356,-0.0114134008776684,RARB,0.6935404890252487,,RARB
97,1.541383159245269e-10,-0.15245065561822657,NR4A2,2.9014271232852127e-09,,NR4A2
98,0.000750407863330204,0.10404141246165843,SPDEF,0.0022869572977682407,,SPDEF
99,0.009419586629329492,0.06553493943089816,EBF1,0.021530483724181697,,EBF1
100,0.005427775159915816,-0.06079355686031854,E2F3,0.013258687413534817,,E2F3
101,0.017165194946833974,-0.03889030222348111,RFX3,0.03590106132671158,,RFX3
102,0.13253068764688158,0.030878949910344844,GLIS3,0.19817672919159865,,GLIS3
